	GC-pop-S1_0	GC-pop-S2_0	GC-pop-S3_0	invitro-pop-S1_0	invitro-pop-S2_0	invitro-pop-S3_0	invivo-pop-S1_0	invivo-pop-S2_0	invivo-pop-S3_0	NAIVE-pop-S1_0	NAIVE-pop-S2_0	NAIVE-pop-S3_0
NAPSA	7.65248235130181	7.95469476964626	7.76604316424424	9.24674238973968	9.20721185212484	8.98723505047723	9.28840320948089	8.93348813804242	9.21909301399871	9.31926673597343	8.82137335075957	9.10141232535709
NARF	4.64734303110141	4.27373971060784	4.73543806698731	4.75522144745961	4.43381406533268	4.57362479141128	3.569662681857	4.52922629613562	4.59320231146583	4.6609218415034	4.6609218415034	5.07455010606161
NARFL	4.30046229617485	4.18311603037474	4.64734303110141	3.12048798855515	4.24332295556295	3.733475675834	3.569662681857	2.92116513511901	3.86661459989005	3.57396168543846	3.18118094493278	4.28157977010661
NARG2	1.2539361300827	3.54293875607366	3.36572086025867	2.92116513511901	1.91201534883867	2.1970718423639	1.30831046809148	1.63777263072262	2.87732634409022	2.13860365812969	3.42524560316009	3.23066372635374
NARS	6.18201331816455	6.32127560017306	6.20498019325797	6.89410838013009	6.77426674166388	7.18098311670322	6.95456725641607	7.40695195946248	7.11568557569918	5.5440259913015	6.21100262502786	5.47553446654173
NARS2	2.92116513511901	3.34927846106101	1.63777263072262	2.30295402866753	3.18118094493278	1.77426711732946	2.1970718423639	1.63777263072262	3.00747200955627	2.13860365812969	3.18118094493278	1.73705713687184
NASP	5.21540427516798	5.43980412564389	5.22889299689178	4.91026946892384	4.91026946892384	4.75522144745961	5.45633343252006	5.81889644580772	5.35131023227335	3.20965001532237	2.02594977329521	2.90037817646403
NAT10	3.11152031972586	2.92116513511901	3.733475675834	3.23066372635374	2.78715030080066	3.48759949433808	4.67908804998894	2.92116513511901	3.86661459989005	2.93408650389528	3.57396168543846	3.59620392835603
NAT1	2.92116513511901	1.65831974556078	2.71278319460055	2.92116513511901	2.94915634846485	2.1970718423639	1.30831046809148	1.63777263072262	2.87732634409022	3.20965001532237	1.58928020130354	2.90037817646403
NAT6	1.2539361300827	2.66209841614383	1.24603739843614	2.13860365812969	2.78715030080066	2.1970718423639	1.30831046809148	1.63777263072262	1.63777263072262	2.13860365812969	1.58928020130354	1.73705713687184
NAT9	2.66209841614383	2.17374472129307	3.1907847800843	3.87225496903037	2.30295402866753	2.87732634409022	1.30831046809148	2.92116513511901	2.87732634409022	3.07266254103253	2.30295402866753	3.23066372635374
NBAS	3.54293875607366	1.65831974556078	2.71278319460055	4.07910366352117	3.42524560316009	3.48759949433808	4.31545689652382	1.63777263072262	4.03850990482812	3.69154798370386	3.42524560316009	3.59620392835603
NBEAL1	3.11152031972586	3.65350038922451	3.569662681857	3.71350172066785	4.43381406533268	4.09366416200493	2.1970718423639	1.63777263072262	2.87732634409022	4.70521225441586	5.41386025907638	4.03004519446675
NBEAL2	3.36572086025867	2.17374472129307	1.63777263072262	1.54463786572586	3.18118094493278	1.77426711732946	2.1970718423639	2.92116513511901	3.42524560316009	3.20965001532237	3.57396168543846	2.90037817646403
NBN	2.17374472129307	3.84089170845666	1.63777263072262	1.77426711732946	1.91201534883867	1.26851705604071	3.20965001532237	2.92116513511901	3.42524560316009	2.30295402866753	1.58928020130354	2.90037817646403
NBR1	3.66470076631186	3.54293875607366	3.733475675834	4.70521225441586	4.59042861966041	4.31786018273816	3.20965001532237	3.99440750800946	2.50937811950592	4.91026946892384	4.33508570937228	4.85823059325894
NCAPD2	5.93031314629202	5.70331419948468	5.86592642860133	5.34778871608722	5.45868739131777	4.96893866269147	5.76813464444249	5.60304562759351	5.31929452764972	3.07266254103253	2.81270449176716	2.50937811950592
NCAPD3	4.30046229617485	4.18311603037474	3.86661459989005	3.87225496903037	3.86661459989005	4.50830761708455	4.18311603037474	3.569662681857	3.569662681857	1.91201534883867	2.94915634846485	1.73705713687184
NCAPG	5.81811929804195	5.96931340595319	5.32447868116916	4.18311603037474	4.68533133630358	4.96893866269147	5.08271999676318	5.14045307911431	5.35131023227335	1.30831046809148	1.24603739843614	1.73705713687184
NCAPG2	6.12274381134522	6.00882891620378	6.42911699823229	5.06441198224821	5.19713457959613	5.14045307911431	5.86592642860133	5.51414877988506	6.11802817692947	1.91201534883867	1.24603739843614	1.26851705604071
NCAPH	5.50528540394256	5.31929452764972	5.60679745546396	3.43277424255358	4.10274259159467	4.00041077658292	5.49564811591446	4.2953883596332	4.85419468680399	1.30831046809148	2.02594977329521	1.26851705604071
NCAPH2	6.73939295585209	6.38106553292413	6.59344846036461	6.4016898943591	6.62840783546726	6.88067836261355	6.1575112085747	6.35742537752219	6.36414640574154	5.8007299653639	5.33342027521816	5.94670067730227
NCBP1	5.31929452764972	5.13032154700938	5.66929428288099	4.75522144745961	4.68533133630358	4.57362479141128	4.76307243570507	5.51414877988506	5.2577803050281	4.03004519446675	4.54192215814795	4.28157977010661
NCBP2	3.96444687691946	4.86394754389259	4.3991721489758	3.12048798855515	3.71350172066785	3.48759949433808	4.67908804998894	4.52922629613562	3.69154798370386	3.20965001532237	2.94915634846485	2.50937811950592
NCDN	2.66209841614383	2.92116513511901	2.37457388479925	1.77426711732946	2.94915634846485	3.23066372635374	3.20965001532237	2.92116513511901	4.24332295556295	3.7626281872205	2.81270449176716	3.77478526812145
NCEH1	3.96444687691946	3.96200643454741	3.569662681857	4.18311603037474	2.94915634846485	3.59620392835603	2.87732634409022	3.569662681857	3.20965001532237	3.57396168543846	4.12801848819083	3.23066372635374
NCF1C	4.85178761997027	4.92690439715336	4.98230534998533	6.03247360093589	5.98478469732733	6.05668237342109	6.84340744783166	6.49592210970426	6.95132074949765	6.69912726238592	6.34576941178648	6.57858622773145
NCF2	5.2577803050281	5.31929452764972	5.22889299689178	5.2577803050281	5.30814551269674	5.21540427516798	5.21540427516798	4.87605947142336	4.85419468680399	5.8007299653639	5.2577803050281	5.41691593034868
NCF4	4.64734303110141	4.05848791108005	4.85823059325894	5.45633343252006	5.66463957467871	5.53304303098913	5.80338380603811	5.81889644580772	5.6250848248301	5.82279640461727	6.05766566999006	6.25109105407391
NCK1	3.54293875607366	3.54293875607366	2.93408650389528	2.13860365812969	2.94915634846485	3.02431903998484	3.99440750800946	2.92116513511901	2.87732634409022	4.03004519446675	4.03004519446675	3.59620392835603
NCK2	2.17374472129307	2.66209841614383	1.26851705604071	1.54463786572586	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	1.24603739843614	1.65831974556078	2.30295402866753	2.90037817646403
NCKAP1L	7.15374328904187	6.91174641626022	7.05299823088117	6.5300835441024	6.54773992884818	7.1162850850343	6.34776045958034	5.93401669399003	6.29039888328752	7.68913105710645	7.5043386853358	8.11011255211983
NCKAP5L	1.65831974556078	1.24603739843614	1.26851705604071	1.24603739843614	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	1.63777263072262	1.65831974556078	1.58928020130354	2.50937811950592
NCKIPSD	2.66209841614383	2.66209841614383	2.87732634409022	1.77426711732946	3.18118094493278	1.26851705604071	2.1970718423639	1.63777263072262	3.00747200955627	2.87732634409022	3.42524560316009	2.50937811950592
NCL	6.98579506571346	6.67017292414488	7.29713511228582	7.84330796201552	7.5319087133846	7.90205936316367	7.46958007216982	8.34728300310516	7.88076400276343	6.56202538064194	6.51826018791694	6.46836554813625
NCLN	4.70521225441586	4.27373971060784	4.68533133630358	4.01723976951091	4.85419468680399	4.31786018273816	4.46588262494982	4.87605947142336	5.6250848248301	4.19875578152118	3.91204480073569	4.58481746383144
NCOA1	5.06937232582024	5.8378592881509	5.41386025907638	5.45633343252006	5.50528540394256	5.21540427516798	3.569662681857	3.99440750800946	3.94907140726129	5.2235112667351	5.33342027521816	5.2235112667351
NCOA2	4.30046229617485	4.18311603037474	4.64734303110141	4.50830761708455	4.50830761708455	4.31786018273816	4.31545689652382	2.92116513511901	3.20965001532237	5.85920765846948	5.2577803050281	5.47553446654173
NCOA3	6.71808863097983	6.62870624453655	6.35982189396212	4.3991721489758	5.11811381508136	5.21540427516798	5.01094347228796	3.99440750800946	5.2577803050281	7.65248235130181	7.66700485468495	7.8445871915496
NCOA4	5.13297535354728	5.13032154700938	5.10834314532576	4.18311603037474	5.2577803050281	4.50830761708455	5.2577803050281	5.34778871608722	5.2577803050281	5.92743105961976	5.8253100826075	5.74675699450843
NCOA5	2.17374472129307	2.66209841614383	3.733475675834	1.77426711732946	1.91201534883867	1.26851705604071	1.30831046809148	1.63777263072262	2.87732634409022	2.30295402866753	1.58928020130354	2.90037817646403
NCOA6	2.66209841614383	3.11152031972586	3.07266254103253	3.43277424255358	1.91201534883867	1.77426711732946	2.87732634409022	1.63777263072262	3.00747200955627	3.86661459989005	3.57396168543846	3.59620392835603
NCOA7	3.11152031972586	2.66209841614383	2.37457388479925	4.26235072987991	3.71350172066785	3.733475675834	2.87732634409022	3.569662681857	2.13860365812969	3.20965001532237	2.30295402866753	2.50937811950592
NCOR1	5.73615205045575	5.50528540394256	5.19713457959613	6.4016898943591	6.17260140069312	6.30179202827627	4.85621264003147	4.87605947142336	4.93350994871358	5.88781133136355	6.76269688882994	6.33981158633619
NCOR2	2.92116513511901	1.24603739843614	1.91201534883867	3.12048798855515	2.94915634846485	2.62563333242514	3.20965001532237	1.63777263072262	1.63777263072262	4.09366416200493	2.94915634846485	3.59620392835603
NCR1	1.2539361300827	2.17374472129307	2.71278319460055	1.24603739843614	1.26851705604071	1.26851705604071	2.1970718423639	1.63777263072262	1.24603739843614	1.30831046809148	1.58928020130354	1.26851705604071
NCS1	1.2539361300827	1.24603739843614	1.91201534883867	1.54463786572586	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	1.63777263072262	1.24603739843614	2.02594977329521	1.26851705604071
NCSTN	4.3869467568085	4.50830761708455	4.09366416200493	3.43277424255358	5.19713457959613	4.57362479141128	4.92690439715336	3.569662681857	4.52922629613562	5.30086780948943	4.98903809670602	5.14045307911431
NDC80	4.76307243570507	4.86394754389259	3.99440750800946	4.31786018273816	4.31786018273816	4.09366416200493	4.46588262494982	5.34778871608722	4.3991721489758	1.65831974556078	2.02594977329521	1.26851705604071
NDE1	4.06368001260598	3.54293875607366	3.569662681857	2.13860365812969	3.99440750800946	3.23066372635374	4.31545689652382	2.92116513511901	3.00747200955627	3.36572086025867	2.81270449176716	2.50937811950592
NDEL1	3.96444687691946	3.54293875607366	3.07266254103253	2.71278319460055	2.94915634846485	3.59620392835603	2.1970718423639	3.569662681857	2.87732634409022	3.96444687691946	4.12801848819083	3.23066372635374
NDFIP1	3.66470076631186	4.05848791108005	3.93025662458545	3.87225496903037	3.99440750800946	4.09366416200493	4.55881705765469	5.14045307911431	4.59320231146583	3.69154798370386	3.72869711091662	4.28157977010661
NDFIP2	3.11152031972586	3.11152031972586	1.91201534883867	2.30295402866753	2.78715030080066	3.59620392835603	3.20965001532237	2.92116513511901	3.569662681857	3.36572086025867	2.94915634846485	2.90037817646403
NDNL2	2.92116513511901	1.65831974556078	1.24603739843614	2.30295402866753	1.26851705604071	3.23066372635374	2.1970718423639	1.63777263072262	2.50937811950592	3.07266254103253	2.81270449176716	2.50937811950592
NDOR1	2.92116513511901	3.11152031972586	3.36572086025867	2.30295402866753	3.18118094493278	2.87732634409022	2.87732634409022	2.92116513511901	3.00747200955627	3.36572086025867	4.26235072987991	2.90037817646403
NDRG1	2.66209841614383	2.17374472129307	3.07266254103253	5.73789074137265	4.50830761708455	5.14045307911431	2.1970718423639	1.63777263072262	2.13860365812969	5.2235112667351	4.6609218415034	5.00350640658388
NDRG3	4.64734303110141	4.86394754389259	4.18311603037474	5.1474503831667	3.99440750800946	4.31786018273816	4.92690439715336	4.2953883596332	5.2235112667351	5.46934320169311	5.33342027521816	4.92690439715336
NDST1	3.54293875607366	4.05848791108005	3.36572086025867	3.23066372635374	1.91201534883867	3.87225496903037	3.569662681857	4.2953883596332	4.03850990482812	4.91026946892384	4.6609218415034	4.85823059325894
NDST2	3.11152031972586	1.65831974556078	2.13860365812969	1.24603739843614	1.26851705604071	2.1970718423639	3.77478526812145	1.63777263072262	3.20965001532237	2.30295402866753	2.81270449176716	3.59620392835603
NDUFA1	5.95457125957843	6.53795913406709	6.32018428626456	7.0829063151394	6.85548026423202	6.96541781615467	6.0860427685311	6.35742537752219	6.13245845043069	5.41386025907638	5.62779880484707	6.04890708421435
NDUFA10	6.06088012867175	6.13004961807686	6.28276285039302	6.85548026423202	6.83906690053777	6.4008720558913	6.56202538064194	6.29039888328752	5.98101858048314	5.01670912714153	4.74748559306413	5.47553446654173
NDUFA11	5.35618963785076	5.74358947493367	5.37270082145407	5.47553446654173	5.2577803050281	6.12134100403342	5.76813464444249	5.2577803050281	4.99555713372918	5.05310998803597	4.03004519446675	5.65658473715948
NDUFA12	6.25891440993213	6.38106553292413	5.76128978118256	6.50141544583205	6.69291588851112	6.77952503420935	7.07044595886096	7.37643974602993	6.8261245362577	5.14045307911431	4.84302614334397	5.00350640658388
NDUFA13	6.1512944256187	6.16178054960814	6.16821883689766	7.41101210446437	7.04084780353512	7.21888106978699	6.8261245362577	6.57170352578888	6.73464756630365	5.85920765846948	5.74358947493367	5.70331419948468
NDUFA2	6.44694437936528	6.19632888835778	6.28276285039302	7.0829063151394	7.10729834263495	7.31262337653275	6.60763143412033	6.74141064474128	6.60595473340722	6.20257983732101	5.8253100826075	6.33981158633619
NDUFA3	4.76307243570507	5.31929452764972	4.52922629613562	6.03247360093589	5.53837002198953	5.74201134229182	5.32859017339673	4.87605947142336	4.88967571482122	4.98903809670602	4.46588262494982	5.74675699450843
NDUFA4	7.67859733377782	7.78819633828574	7.55296311473036	7.67627612498865	7.80595264584456	7.5043386853358	7.89296396124364	7.44176909760607	7.66240398521481	6.93633165641863	6.76269688882994	6.93840653022056
NDUFA5	4.06368001260598	4.92690439715336	4.4975434145389	5.1474503831667	5.45868739131777	5.09299132341654	5.86592642860133	6.57170352578888	6.11802817692947	4.03004519446675	3.72869711091662	4.58481746383144
NDUFA6	5.7481161415078	6.28699271077876	6.01983189185259	7.32990426946708	7.2655101771655	7.32990426946708	6.37824229703807	6.80581505226578	6.57110861952369	6.05569907685212	5.78710862492006	5.94670067730227
NDUFA7	6.1512944256187	6.49273160109908	5.80338380603811	6.83906690053777	6.62840783546726	6.62840783546726	6.7438386994813	6.84410692264881	6.29039888328752	5.62779880484707	4.84302614334397	5.98101858048314
NDUFA8	5.81811929804195	6.12134100403342	5.98032200772684	6.09505138642599	6.54773992884818	6.36537909795245	6.47608432728132	5.97871988684277	6.1575112085747	5.01670912714153	4.84302614334397	5.2235112667351
NDUFA9	5.81811929804195	6.00882891620378	6.08668705198122	5.57561933986505	5.85041152955064	5.53304303098913	6.49373998917477	6.71577260280704	6.32236691408155	4.54192215814795	4.90162126108891	4.28157977010661
NDUFAB1	5.13297535354728	5.40127969200807	5.55087200899802	6.03247360093589	5.30814551269674	5.41691593034868	6.44579966021178	6.46759078017844	6.44694437936528	4.28157977010661	4.12801848819083	3.77478526812145
NDUFAF1	4.48865996922728	4.27373971060784	3.07266254103253	3.87225496903037	2.94915634846485	2.87732634409022	4.46588262494982	4.71706564544672	4.3991721489758	2.93408650389528	3.72869711091662	2.50937811950592
NDUFAF2	2.17374472129307	3.11152031972586	2.93408650389528	4.07910366352117	3.42524560316009	3.23066372635374	4.18311603037474	3.99440750800946	3.42524560316009	2.30295402866753	2.30295402866753	1.73705713687184
NDUFAF3	4.3869467568085	4.27373971060784	3.93025662458545	5.06441198224821	4.50830761708455	4.23551981732975	3.569662681857	1.63777263072262	3.00747200955627	4.19875578152118	3.72869711091662	3.77478526812145
NDUFAF4	2.92116513511901	4.50830761708455	3.48759949433808	2.71278319460055	3.71350172066785	3.23066372635374	3.569662681857	3.99440750800946	4.31786018273816	3.20965001532237	4.12801848819083	1.73705713687184
NDUFB10	5.31929452764972	4.92690439715336	4.8298769217823	5.2577803050281	5.78049202804886	4.8848560999254	4.76307243570507	5.34778871608722	4.24332295556295	4.76307243570507	4.84302614334397	4.58481746383144
NDUFB11	6.42723515253174	6.43448893952075	6.51375051625142	6.76637024791922	7.07044595886096	6.85548026423202	6.77217716515723	6.4008720558913	6.51576585408147	5.8007299653639	5.92043586727927	5.60679745546396
NDUFB2	4.76307243570507	5.16185621609184	4.03004519446675	5.62779880484707	5.35131023227335	5.78710862492006	5.65658473715948	5.81889644580772	5.35131023227335	4.09366416200493	3.91204480073569	2.90037817646403
NDUFB3	5.13297535354728	5.40127969200807	5.19713457959613	5.19713457959613	5.74675699450843	5.09299132341654	5.53101611528314	5.01670912714153	4.85419468680399	4.85823059325894	4.90162126108891	4.50830761708455
NDUFB4	4.3869467568085	5.35131023227335	4.4975434145389	4.3991721489758	4.98903809670602	4.50830761708455	5.38401557303329	5.2577803050281	5.10331203735876	4.28157977010661	4.74748559306413	4.28157977010661
NDUFB5	6.28907906239909	6.53795913406709	6.59344846036461	7.05671228325655	6.65948534177523	7.00546437609794	6.64545120024406	6.71577260280704	6.60595473340722	5.62779880484707	5.2577803050281	5.98101858048314
NDUFB6	5.35618963785076	5.2577803050281	5.13769845797436	6.32562155134744	5.98478469732733	6.05668237342109	5.93800139065893	6.43228584770172	6.67409248500346	4.76307243570507	4.54192215814795	4.75927238784046
NDUFB7	6.06088012867175	5.86592642860133	5.70331419948468	6.73939295585209	7.19991487329305	6.56905320969625	6.42911699823229	6.29039888328752	6.37824229703807	5.1711999523695	4.98903809670602	4.75927238784046
NDUFB8	7.14539503427164	7.07842196861463	7.03765058033443	7.95973574969142	7.60433039633979	7.85832056198169	7.52196663963901	7.24583824056706	7.47648724775469	6.20257983732101	6.05766566999006	6.54334661196164
NDUFB9	6.4016898943591	6.64545120024406	6.20861190324927	6.78751402618807	6.95456725641607	7.35687124535072	7.08204839670362	6.74141064474128	6.83906690053777	5.70258241447237	5.62779880484707	5.14045307911431
NDUFC1	5.45992792896753	5.43980412564389	5.49993996488517	5.77011214249256	6.35742537752219	5.53304303098913	6.49373998917477	6.12204240768932	6.00547427224833	4.03004519446675	2.30295402866753	4.75927238784046
NDUFC2	6.18201331816455	6.0860427685311	6.08668705198122	5.93718358414715	6.54773992884818	6.016375594249	6.46704501795972	6.16641821072438	6.0860427685311	4.28157977010661	4.84302614334397	4.3991721489758
NDUFS1	5.69361964699918	4.78916636036092	5.10834314532576	4.07910366352117	4.68533133630358	3.733475675834	4.76307243570507	5.74201134229182	5.13569670306252	4.3991721489758	4.03004519446675	4.3991721489758
NDUFS2	6.76954444691003	6.38106553292413	6.82528664025757	7.36027625619251	7.021215289918	7.45054230851927	6.5734791480099	6.77340208627336	6.70225897779277	5.36172545382834	5.69361964699918	5.60679745546396
NDUFS3	5.06937232582024	5.13032154700938	5.28569955637719	5.70000976748524	5.70331419948468	5.14045307911431	5.97871988684277	6.02628978438417	5.66463957467871	4.70521225441586	4.90162126108891	4.75927238784046
NDUFS4	6.03247360093589	5.93031314629202	5.06441198224821	6.32562155134744	6.28699271077876	6.42723515253174	6.02728487612343	6.12204240768932	6.11802817692947	5.58241324881956	5.19713457959613	5.90300143063743
NDUFS5	1.2539361300827	1.24603739843614	1.24603739843614	1.24603739843614	1.26851705604071	3.733475675834	4.46588262494982	1.63777263072262	1.24603739843614	1.30831046809148	1.24603739843614	1.26851705604071
NDUFS6	5.13297535354728	5.31929452764972	4.8298769217823	5.90656672635983	6.17260140069312	5.70000976748524	5.49564811591446	5.66463957467871	6.11802817692947	4.54192215814795	4.12801848819083	4.58481746383144
NDUFS7	5.31929452764972	5.60304562759351	5.65658473715948	6.05855578669022	6.45451787263463	5.87614959219085	6.49373998917477	5.81889644580772	6.11802817692947	5.70258241447237	5.13297535354728	5.55087200899802
NDUFS8	7.20023631086336	7.00404713849472	6.9081953055089	7.55296311473036	7.27914391254035	7.1162850850343	6.85556560555172	6.64476219342998	6.9685042793993	6.4016898943591	6.09280664195368	6.33981158633619
NDUFV1	6.01054638249809	6.32127560017306	6.16821883689766	6.67409248500346	6.33981158633619	6.14550931257119	6.59618135393544	6.53852608128849	6.77181689943161	6.02498644351925	5.51257162960764	5.47553446654173
NDUFV2	7.23467262529027	7.06481141690889	6.84088743677614	7.55788730826374	7.54235678403825	7.55937012641835	7.46958007216982	7.31262337653275	7.16108857100904	5.97167915887025	6.01054638249809	5.90300143063743
NDUFV3	4.88967571482122	4.74248832833522	4.2953883596332	6.71662162635354	6.60263199343906	6.30179202827627	5.62599882516611	4.2953883596332	5.13569670306252	4.19875578152118	3.72869711091662	4.68533133630358
NEAT1	1.2539361300827	1.24603739843614	1.24603739843614	2.71278319460055	3.18118094493278	2.87732634409022	2.1970718423639	2.92116513511901	2.13860365812969	2.30295402866753	3.18118094493278	2.90037817646403
NECAP1	2.17374472129307	1.65831974556078	2.37457388479925	2.71278319460055	1.91201534883867	2.62563333242514	2.1970718423639	1.63777263072262	2.50937811950592	2.71278319460055	3.57396168543846	3.23066372635374
NECAP2	4.64734303110141	4.86394754389259	4.8298769217823	5.06441198224821	4.98903809670602	4.23551981732975	5.01094347228796	2.92116513511901	4.52922629613562	4.6609218415034	3.91204480073569	4.58481746383144
NEDD1	3.96444687691946	3.96200643454741	4.2953883596332	2.92116513511901	2.94915634846485	2.87732634409022	3.569662681857	4.52922629613562	4.1355317093577	3.20965001532237	3.57396168543846	3.59620392835603
NEDD4	4.96373379752286	5.5722170078666	5.28569955637719	4.01723976951091	4.43381406533268	5.14045307911431	4.67908804998894	4.87605947142336	4.77910289743115	4.98903809670602	4.33508570937228	5.14045307911431
NEDD4L	1.2539361300827	2.66209841614383	2.87732634409022	2.13860365812969	3.18118094493278	1.77426711732946	2.87732634409022	1.63777263072262	1.63777263072262	2.93408650389528	3.57396168543846	3.23066372635374
NEDD8	7.50366102791132	7.71489960268148	7.27307956034447	7.22797502845134	7.54235678403825	7.21888106978699	7.29125918271062	7.20364706805945	7.08805256358582	5.92743105961976	5.5722170078666	6.12274381134522
NEDD9	6.42723515253174	6.26646570151121	5.74675699450843	5.52959973596793	5.58241324881956	5.46934320169311	5.45633343252006	5.01670912714153	5.03479942633203	8.03589272359373	7.74391178462196	8.18698817087786
NEIL1	7.40126238804424	7.10241133133464	7.32074506984101	2.92116513511901	2.94915634846485	2.62563333242514	2.1970718423639	1.63777263072262	2.13860365812969	2.13860365812969	1.58928020130354	2.90037817646403
NEIL3	3.11152031972586	3.54293875607366	3.569662681857	1.54463786572586	1.91201534883867	2.62563333242514	3.77478526812145	1.63777263072262	1.63777263072262	1.24603739843614	1.24603739843614	1.26851705604071
NEK1	1.2539361300827	2.17374472129307	1.63777263072262	1.77426711732946	1.91201534883867	1.26851705604071	1.30831046809148	1.63777263072262	2.50937811950592	1.65831974556078	1.58928020130354	3.59620392835603
NEK2	5.7481161415078	5.2577803050281	5.45200893371327	4.18311603037474	4.98903809670602	3.733475675834	4.31545689652382	4.52922629613562	4.88967571482122	1.24603739843614	1.58928020130354	1.26851705604071
NEK3	1.2539361300827	1.24603739843614	1.26851705604071	1.24603739843614	1.91201534883867	1.26851705604071	1.30831046809148	1.63777263072262	2.50937811950592	1.24603739843614	1.58928020130354	1.73705713687184
NEK4	1.65831974556078	1.65831974556078	1.91201534883867	1.54463786572586	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	1.24603739843614	1.30831046809148	1.24603739843614	1.73705713687184
NEK6	1.65831974556078	1.65831974556078	2.37457388479925	1.24603739843614	1.26851705604071	1.26851705604071	2.87732634409022	2.92116513511901	1.63777263072262	1.24603739843614	1.24603739843614	1.26851705604071
NEK7	5.06937232582024	4.50830761708455	4.68533133630358	5.1474503831667	5.19713457959613	5.21540427516798	4.46588262494982	5.01670912714153	4.03850990482812	4.54192215814795	4.98903809670602	5.29040116502368
NEK8	2.66209841614383	1.65831974556078	2.13860365812969	1.54463786572586	1.91201534883867	2.62563333242514	1.30831046809148	1.63777263072262	1.24603739843614	1.91201534883867	1.58928020130354	2.90037817646403
NEK9	3.96444687691946	3.65350038922451	4.09366416200493	3.71350172066785	4.10274259159467	4.31786018273816	3.99440750800946	4.2953883596332	3.00747200955627	4.82631614864336	4.84302614334397	5.00350640658388
NEMF	3.96444687691946	3.34927846106101	4.24332295556295	6.12274381134522	5.81889644580772	5.64557489646619	3.20965001532237	5.01670912714153	4.52922629613562	4.09366416200493	4.03004519446675	3.59620392835603
NENF	2.17374472129307	1.24603739843614	1.26851705604071	3.12048798855515	3.99440750800946	2.87732634409022	2.87732634409022	3.99440750800946	3.00747200955627	2.30295402866753	1.58928020130354	2.90037817646403
NET1	3.66470076631186	4.05848791108005	3.99440750800946	3.12048798855515	2.94915634846485	3.02431903998484	2.87732634409022	1.63777263072262	2.13860365812969	2.13860365812969	3.42524560316009	2.50937811950592
NEU1	4.3869467568085	3.34927846106101	3.569662681857	4.6609218415034	3.86661459989005	5.09299132341654	3.20965001532237	1.63777263072262	4.03850990482812	4.4975434145389	4.84302614334397	4.1724618042575
NEU3	2.66209841614383	3.11152031972586	2.71278319460055	3.569662681857	4.31786018273816	3.87225496903037	4.85621264003147	4.52922629613562	4.59320231146583	1.65831974556078	2.02594977329521	1.73705713687184
NEURL2	1.65831974556078	2.17374472129307	1.63777263072262	1.54463786572586	1.26851705604071	1.26851705604071	2.1970718423639	1.63777263072262	1.24603739843614	1.91201534883867	1.58928020130354	1.73705713687184
NEURL3	4.06368001260598	4.74248832833522	4.68533133630358	4.91026946892384	3.86661459989005	4.40956084732059	2.1970718423639	1.63777263072262	1.63777263072262	4.82631614864336	5.69361964699918	5.41691593034868
NEURL4	2.17374472129307	3.11152031972586	1.91201534883867	3.23066372635374	2.30295402866753	1.26851705604071	3.569662681857	1.63777263072262	2.50937811950592	3.20965001532237	2.94915634846485	4.1724618042575
NF1	4.48865996922728	4.05848791108005	4.8298769217823	3.87225496903037	4.31786018273816	4.50830761708455	3.20965001532237	1.63777263072262	2.87732634409022	4.57362479141128	4.54192215814795	4.85823059325894
NF2	3.54293875607366	2.17374472129307	3.48759949433808	2.30295402866753	2.78715030080066	1.26851705604071	2.1970718423639	2.92116513511901	3.42524560316009	3.57396168543846	3.18118094493278	3.23066372635374
NFAM1	1.2539361300827	2.92116513511901	2.71278319460055	1.77426711732946	1.91201534883867	1.26851705604071	2.87732634409022	2.92116513511901	3.42524560316009	2.93408650389528	3.18118094493278	2.90037817646403
NFAT5	2.17374472129307	1.65831974556078	2.93408650389528	2.92116513511901	3.42524560316009	3.02431903998484	2.87732634409022	2.92116513511901	3.20965001532237	5.05310998803597	4.90162126108891	5.07455010606161
NFATC1	5.35618963785076	5.07940401178472	5.15595176998397	4.26235072987991	4.76307243570507	4.50830761708455	4.55881705765469	4.87605947142336	5.70258241447237	7.02075879213255	6.25891440993213	6.46836554813625
NFATC2	2.17374472129307	2.17374472129307	2.37457388479925	1.54463786572586	1.26851705604071	2.1970718423639	2.1970718423639	2.92116513511901	2.87732634409022	4.28157977010661	4.03004519446675	3.77478526812145
NFATC2IP	3.36572086025867	3.11152031972586	3.36572086025867	2.92116513511901	1.91201534883867	3.02431903998484	2.1970718423639	2.92116513511901	2.13860365812969	2.30295402866753	3.42524560316009	3.23066372635374
NFATC3	5.50528540394256	5.5722170078666	5.35131023227335	5.19713457959613	5.78049202804886	5.70000976748524	5.49564811591446	5.44100038844222	5.78049202804886	6.91431992166756	6.83626961473279	6.67217365269262
NFE2L1	2.17374472129307	2.66209841614383	2.87732634409022	3.71350172066785	3.18118094493278	3.23066372635374	3.99440750800946	4.52922629613562	4.1355317093577	4.57362479141128	4.46588262494982	4.68533133630358
